"filename", "language", "JavaScript", "Markdown", "Batch", "Docker", "MS SQL", "YAML", "JSON", "JSON with Comments", "TypeScript", "Python", "XML", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\out\wsClient.js", "JavaScript", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 180
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\package.json", "JSON", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 1, 81
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\src\consent.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 117, 37, 322
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\src\extension.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 401, 0, 0, 0, 0, 105, 71, 577
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\src\fileOps.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 48, 53, 341
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\src\pairing.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 156, 45, 446
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\src\wsClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 143, 59, 499
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 2, 27
"Total", "-", 945, 2184, 105, 37, 31, 43, 9611, 74, 20413, 71, 5, 11026, 35, 8402, 4821, 57803
